112,977,226
315,310,316
773,305,372
193,554,767
404,293,326
286,42,791
162,333,474
547,472,38
386,441,601
279,513,595
326,925,395
517,48,442
186,251,183
912,408,969
957,148,808
178,965,359
238,167,17
298,799,395
42,615,163
260,645,336
908,763,466
928,287,41
898,479,381
228,777,406
82,737,117
440,835,233
401,7,208
984,238,964
807,420,350
966,681,371
186,679,758
707,463,617
251,174,338
693,759,225
699,381,838
51,158,768
251,746,864
842,275,616
617,538,332
647,900,454
690,220,530
338,301,766
964,911,821
388,181,625
17,400,994
893,315,177
754,880,709
20,697,158
84,128,837
695,501,6
373,482,825
976,367,144
141,555,262
522,168,858
809,994,703
613,611,583
263,656,332
877,469,632
450,395,53
736,685,900
582,132,926
377,357,597
597,888,888
841,628,67
124,761,467
41,69,376
110,740,88
420,863,627
29,304,675
151,922,526
336,158,436
133,211,323
276,832,863
634,562,770
293,201,276
439,904,869
687,92,217
326,932,747
24,486,939
480,673,697
61,253,272
641,744,27
447,335,396
413,208,248
32,649,101
726,593,617
986,452,117
454,36,376
250,985,417
179,561,38
768,333,431
830,938,947
487,265,664
56,732,641
770,179,197
972,115,120
263,596,705
31,234,679
556,173,479
642,720,858
501,560,221
469,596,300
882,787,711
605,227,797
960,166,145
303,316,570
346,594,444
710,436,899
1,337,591
2,737,903
162,482,890
230,397,293
202,538,207
817,727,39
757,712,71
680,943,920
297,20,33
846,283,943
451,923,966
512,475,585
131,140,657
343,55,898
404,997,712
324,379,335
217,725,652
416,612,733
339,713,884
500,103,54
414,349,570
899,11,850
841,975,33
561,641,270
343,19,528
677,952,55
497,335,832
749,524,856
46,362,869
499,818,776
914,992,564
629,59,863
693,924,126
56,225,106
727,195,124
856,8,403
530,607,984
317,214,599
38,787,193
819,313,834
700,376,791
673,144,720
752,404,287
598,697,660
864,263,392
973,182,934
134,735,667
374,746,857
17,680,783
200,160,221
75,215,1000
494,593,467
889,549,777
185,965,683
530,77,627
391,368,876
734,16,292
60,674,524
21,469,358
155,554,689
385,962,820
838,290,972
563,432,483
641,503,689
998,406,47
96,197,686
864,912,172
531,168,686
506,625,895
592,383,590
863,52,825
125,787,130
679,11,16
635,834,358
68,2,400
304,682,404
850,309,92
943,818,59
988,321,227
681,963,636
808,126,944
872,609,464
919,642,468
979,721,403
945,392,442
873,318,889
620,932,350
454,902,80
187,179,546
345,248,470
972,195,449
389,737,381
317,643,871
53,96,849
797,412,918
656,490,601
779,757,937
464,484,223
891,346,141
518,864,680
122,407,591
594,116,702
199,674,138
387,909,724
920,741,127
534,635,31
500,64,491
323,61,902
221,33,132
572,50,341
757,14,363
881,897,655
305,280,861
346,423,764
812,177,565
616,461,898
195,518,152
1,671,262
95,917,575
485,954,109
756,733,147
175,751,445
795,183,847
1000,275,381
843,878,824
501,523,97
37,842,36
419,544,764
927,882,403
553,663,893
387,993,113
349,816,156
482,641,437
569,439,963
412,34,875
640,331,306
942,570,881
592,608,275
852,634,922
776,319,773
382,415,686
802,151,788
380,92,934
248,577,245
941,680,226
482,73,941
631,701,723
417,492,122
964,821,210
660,756,4
953,334,60
867,824,876
149,792,658
856,64,807
196,132,63
695,389,68
979,333,132
563,49,270
849,79,525
282,229,542
154,873,244
987,889,940
329,593,115
136,560,630
206,873,496
50,614,136
32,329,414
467,344,187
293,321,883
631,745,58
803,636,220
357,448,260
920,891,707
524,822,746
420,448,923
164,150,390
466,939,723
419,30,969
213,317,63
833,706,423
140,890,670
991,995,300
785,945,679
194,858,352
156,212,46
817,112,393
481,43,128
876,44,810
88,385,693
937,118,238
684,791,240
129,430,425
140,912,827
209,695,54
914,547,762
462,547,746
690,885,404
877,791,569
513,305,435
431,358,153
155,971,425
216,160,954
556,414,310
223,194,865
47,520,526
548,735,501
788,386,922
318,81,936
426,128,602
266,874,870
389,88,696
268,866,960
364,457,833
88,429,564
657,454,493
86,343,903
722,75,176
963,376,874
261,531,798
18,170,553
671,266,303
810,356,126
785,792,923
694,122,804
177,492,839
345,450,453
122,838,497
702,308,537
553,523,643
885,420,198
202,5,656
368,874,99
793,657,266
488,724,437
407,879,325
126,739,576
81,598,887
737,512,842
463,568,326
243,470,918
695,731,219
285,796,752
127,125,41
674,251,244
55,691,398
949,71,936
670,129,780
644,881,343
385,103,609
986,269,73
755,34,709
847,617,206
760,247,139
345,627,672
622,488,614
847,867,169
884,466,344
226,201,370
378,636,902
49,386,539
306,794,932
471,260,349
330,965,762
992,122,85
176,123,597
859,145,520
575,799,946
316,548,860
280,943,49
386,691,833
426,782,922
682,860,727
415,147,835
479,496,995
11,584,194
840,553,185
347,221,369
449,163,118
941,484,642
766,421,760
621,754,65
826,672,105
941,497,820
561,517,650
288,492,396
482,398,848
813,502,196
296,817,243
24,560,89
292,445,435
128,223,737
155,590,790
917,220,310
69,914,690
99,361,444
743,182,753
476,761,226
767,77,71
696,25,318
255,329,820
509,652,70
386,383,454
387,624,136
736,22,73
378,279,202
698,100,718
880,79,300
266,19,479
438,92,329
812,222,72
845,816,372
613,107,873
875,959,914
454,896,92
941,395,530
261,589,157
713,882,192
119,383,238
951,360,812
324,167,359
383,912,851
342,301,698
362,274,259
945,852,502
104,886,301
291,812,158
119,747,229
93,204,588
818,83,117
496,683,619
341,922,454
626,856,720
104,770,296
895,704,166
702,527,828
947,681,854
345,291,487
596,882,23
893,987,97
383,569,143
910,945,450
127,293,472
184,764,846
306,728,590
978,524,319
113,250,687
926,413,517
188,913,476
547,766,458
121,903,827
649,346,505
43,404,624
583,549,290
601,343,334
75,707,398
783,856,524
680,691,457
18,233,207
247,229,359
968,386,565
563,140,427
378,581,162
284,409,222
467,783,819
588,871,764
404,1,834
510,643,265
805,20,87
850,126,999
939,239,297
926,927,262
864,332,724
107,923,922
687,267,464
847,786,149
573,712,47
22,585,84
643,420,403
878,293,517
492,256,79
359,373,529
488,848,743
767,493,120
486,558,7
741,948,884
547,642,412
138,175,700
736,335,530
474,5,34
32,68,379
179,19,41
377,980,648
356,724,644
894,507,329
413,218,498
637,3,411
831,710,2
311,950,388
368,675,455
906,628,941
278,978,677
175,480,912
626,622,138
607,987,952
42,437,263
796,329,675
145,437,943
686,906,364
997,778,592
879,726,109
760,494,830
437,245,423
332,780,769
245,621,908
376,791,91
619,584,305
496,411,312
891,240,285
985,28,595
276,907,791
528,71,816
122,609,298
849,980,857
8,906,996
265,579,533
135,796,201
210,55,850
933,375,999
492,463,743
272,869,636
40,950,272
295,689,303
413,109,683
875,908,434
858,561,265
808,33,611
268,411,46
72,743,236
862,363,680
625,72,271
89,374,353
506,28,250
266,635,577
856,329,660
958,627,562
735,490,83
765,837,938
603,674,350
211,215,971
808,505,108
810,106,21
560,64,565
307,400,335
794,537,63
585,234,481
264,22,930
119,161,895
637,733,324
100,264,877
545,486,505
260,928,37
883,613,221
83,340,446
840,843,313
917,475,683
678,501,383
707,253,24
860,86,236
206,233,275
902,151,310
838,614,332
658,322,114
768,957,508
54,74,819
731,984,346
932,1000,569
764,976,375
716,949,3
826,407,506
244,713,686
534,182,865
672,293,812
835,617,37
888,520,550
900,186,952
39,901,62
352,49,435
989,533,894
470,924,100
249,61,582
690,570,176
572,14,461
817,399,309
970,654,832
218,796,660
534,378,547
348,73,766
89,691,321
8,354,630
750,344,498
411,436,185
64,614,37
905,622,112
437,590,639
971,765,628
55,353,560
535,405,731
213,345,635
943,970,191
74,114,645
821,715,248
340,542,801
621,631,106
837,948,21
622,163,414
404,343,229
610,679,780
353,133,332
846,974,661
588,860,621
52,155,423
215,628,598
586,603,599
832,389,327
716,520,313
891,410,620
917,923,553
711,506,268
652,351,23
372,377,62
800,245,807
34,826,872
417,904,756
450,207,235
604,747,681
13,789,483
930,667,225
657,537,48
487,152,199
309,52,370
517,885,933
134,67,11
49,994,328
407,473,560
549,753,483
456,212,790
262,383,254
653,630,863
204,874,522
682,993,923
675,693,271
621,191,363
438,447,720
628,944,715
351,783,423
443,287,274
206,104,841
484,24,165
803,344,907
477,213,439
267,84,240
533,212,65
877,442,696
178,489,233
956,609,770
926,599,390
883,911,782
117,896,679
332,783,983
421,395,480
418,598,899
323,542,742
396,645,464
857,540,878
20,246,770
141,580,986
774,108,407
914,973,231
962,104,540
429,943,108
452,391,851
668,426,579
371,898,331
578,526,361
314,813,421
760,100,944
343,609,636
109,570,575
595,45,220
160,881,328
197,320,286
780,419,854
228,761,461
717,46,753
676,584,509
637,390,662
110,764,983
869,930,405
563,635,515
350,157,636
733,731,947
342,282,364
764,279,172
6,781,865
39,146,74
243,149,614
571,667,559
56,840,41
801,935,698
496,69,740
915,217,402
579,342,15
913,405,114
822,335,711
763,125,725
716,841,675
958,474,144
550,527,306
444,781,67
546,115,872
904,632,534
897,445,799
854,547,794
677,151,4
622,974,302
263,214,459
420,766,455
293,18,692
36,247,899
712,513,201
265,342,641
737,698,297
44,723,637
161,533,648
525,653,172
925,314,306
973,67,691
234,390,364
804,479,757
21,305,626
722,105,484
978,816,42
667,104,653
779,727,445
145,774,736
263,771,995
494,507,367
320,613,245
272,514,33
973,185,434
227,603,595
229,833,555
887,68,912
480,883,856
319,219,929
138,874,558
530,765,243
348,291,32
199,294,716
112,766,783
304,187,975
569,604,411
377,562,252
447,957,390
607,327,621
977,844,836
466,941,995
937,886,279
412,806,771
15,891,532
67,723,150
923,80,658
506,646,491
255,835,996
840,854,600
187,521,40
965,98,379
312,713,597
134,794,197
275,179,263
627,902,630
505,853,368
886,877,29
46,614,930
418,464,382
713,323,311
951,771,90
910,841,914
63,112,578
104,170,728
612,637,978
788,143,732
393,244,137
388,712,446
773,998,255
310,18,47
337,574,119
633,298,977
748,478,929
912,660,833
493,894,673
374,559,372
296,504,608
282,920,322
516,908,99
748,641,80
326,206,983
548,821,607
41,10,137
949,341,985
590,176,616
977,4,277
934,782,624
183,191,116
180,915,208
717,105,461
865,107,366
930,699,642
108,513,957
454,227,255
640,167,489
312,745,971
904,745,839
361,579,884
484,827,826
928,884,773
826,21,956
599,975,645
359,317,490
169,495,745
748,923,977
30,585,579
392,57,222
343,307,692
278,910,331
140,959,722
302,609,20
14,89,991
34,544,218
829,452,169
614,160,285
755,858,269
768,106,632
544,93,263
467,342,589
916,16,723
743,859,258
963,263,650
338,306,176
872,941,201
739,536,606
990,486,624
269,424,517
832,526,33
981,53,969
90,595,855
